,Unnamed: 0,book_id,user_id,rating
122,122,2,11692,3
123,123,2,11868,5
124,124,2,11927,5
125,125,2,11945,5
126,126,2,12874,4
127,127,2,12946,5
128,128,2,13282,5
129,129,2,13794,1
130,130,2,14372,3
131,131,2,14546,5
132,132,2,14603,4
133,133,2,15604,4
134,134,2,16913,2
135,135,2,17434,5
136,136,2,17566,4
137,137,2,17643,1
138,138,2,17663,5
139,139,2,17984,5
140,140,2,18313,5
141,141,2,18361,4
142,142,2,19526,4
143,143,2,19724,5
144,144,2,19729,4
145,145,2,19942,5
146,146,2,21217,4
147,147,2,21228,4
148,148,2,21487,5
149,149,2,21676,5
150,150,2,21733,5
151,151,2,22602,4
152,152,2,23576,5
153,153,2,23612,5
154,154,2,24499,5
155,155,2,24834,4
156,156,2,25164,4
157,157,2,25182,5
158,158,2,26145,4
159,159,2,26629,4
160,160,2,27499,5
161,161,2,28767,4
162,162,2,30313,5
163,163,2,30681,4
164,164,2,30944,5
165,165,2,32055,4
166,166,2,32305,5
167,167,2,32592,4
168,168,2,32635,4
169,169,2,32748,5
170,170,2,32918,5
171,171,2,33065,5
172,172,2,33697,4
173,173,2,33716,5
174,174,2,33872,5
175,175,2,36099,5
176,176,2,37834,4
177,177,2,38082,5
178,178,2,42404,5
179,179,2,42508,4
180,180,2,42810,4
181,181,2,45269,4
182,182,2,45493,5
183,183,2,46421,5
184,184,2,46977,3
185,185,2,47476,3
186,186,2,47478,2
187,187,2,47800,5
188,188,2,48482,5
189,189,2,48559,5
190,190,2,48687,1
191,191,2,49298,5
192,192,2,50096,5
193,193,2,50104,5
194,194,2,50133,5
195,195,2,51166,5
196,196,2,51460,4
197,197,2,51838,4
198,198,2,52036,3
199,199,2,53292,5
200,200,3,314,3
201,201,3,588,1
202,202,3,2077,2
203,203,3,2487,3
204,204,3,2900,3
205,205,3,3662,4
206,206,3,4536,1
207,207,3,5115,4
208,208,3,5272,5
209,209,3,5461,2
210,210,3,5885,4
211,211,3,6063,5
212,212,3,6630,5
213,213,3,6634,3
214,214,3,7001,4
215,215,3,9246,1
216,216,3,9731,2
217,217,3,9771,3
218,218,3,10140,3
219,219,3,10246,1
220,220,3,10249,5
221,221,3,10509,1
222,222,3,10610,1
223,223,3,10751,1
224,224,3,10944,1
225,225,3,11285,2
226,226,3,11408,3
227,227,3,11599,4
228,228,3,11854,1
229,229,3,11927,4
230,230,3,12471,2
231,231,3,12946,4
232,232,3,13274,5
233,233,3,13282,5
234,234,3,13794,1
235,235,3,14546,5
236,236,3,15604,1
237,237,3,16377,1
238,238,3,16569,1
239,239,3,16913,4
240,240,3,17434,4
241,241,3,17663,4
242,242,3,18031,3
243,243,3,18313,5
244,244,3,19724,4
245,245,3,19942,4
246,246,3,19984,2
247,247,3,20076,3
248,248,3,20782,4
249,249,3,20848,4
250,250,3,21228,3
251,251,3,21487,3
252,252,3,21733,1
253,253,3,22602,3
254,254,3,23576,1
255,255,3,23612,3
256,256,3,24326,3
257,257,3,24389,3
258,258,3,25182,3
259,259,3,25214,1
260,260,3,26398,2
261,261,3,26629,4
262,262,3,28767,3
263,263,3,29703,1
264,264,3,30681,4
265,265,3,32305,1
266,266,3,32592,5
267,267,3,32635,4
268,268,3,32918,5
269,269,3,33065,1
270,270,3,33716,3
271,271,3,36099,4
272,272,3,36240,2
273,273,3,37284,1
274,274,3,37834,4
275,275,3,37855,3
276,276,3,38080,5
277,277,3,38082,3
278,278,3,38475,3
279,279,3,42404,5
280,280,3,43602,4
281,281,3,43985,2
282,282,3,46977,2
283,283,3,47746,5
284,284,3,48482,3
285,285,3,48687,1
286,286,3,49288,5
287,287,3,49289,5
288,288,3,49295,5
289,289,3,49297,5
290,290,3,49298,1
291,291,3,50096,5
292,292,3,50101,5
293,293,3,50102,5
294,294,3,50104,5
295,295,3,50133,5
296,296,3,51166,3
297,297,3,51460,2
298,298,3,52036,1
299,299,3,53292,5
300,300,4,439,5
301,301,4,1169,5
302,302,4,2324,5
303,303,4,2487,5
304,304,4,3739,5
305,305,4,3922,4
306,306,4,4606,1
307,307,4,5115,5
308,308,4,5436,5
309,309,4,6342,5
310,310,4,6630,4
311,311,4,8167,5
312,312,4,8178,5
313,313,4,9246,4
314,314,4,10140,4
315,315,4,11285,3
316,316,4,11691,5
317,317,4,11692,5
318,318,4,11868,3
319,319,4,11945,5
320,320,4,12381,5
321,321,4,12874,5
322,322,4,12946,5
323,323,4,13034,4
324,324,4,13776,4
325,325,4,13794,4
326,326,4,14192,4
327,327,4,14207,3
328,328,4,14546,5
329,329,4,14603,5
330,330,4,15604,3
331,331,4,17228,5
332,332,4,17643,5
333,333,4,17663,5
334,334,4,17984,5
335,335,4,18031,5
336,336,4,18313,5
337,337,4,19526,5
338,338,4,19724,5
339,339,4,19729,4
340,340,4,20406,2
341,341,4,20467,4
342,342,4,21217,4
343,343,4,21228,3
344,344,4,21487,5
345,345,4,21676,3
346,346,4,21733,5
347,347,4,23576,5
348,348,4,24326,5
349,349,4,25164,5
350,350,4,25182,5
351,351,4,25840,3
352,352,4,26579,3
353,353,4,26629,4
354,354,4,26661,5
355,355,4,27499,5
356,356,4,27834,5
357,357,4,27934,4
358,358,4,28767,5
359,359,4,29123,3
360,360,4,29703,5
361,361,4,30283,4
362,362,4,30313,5
363,363,4,30681,5
364,364,4,30944,5
365,365,4,32305,5
366,366,4,32338,4
367,367,4,32592,5
368,368,4,32745,4
369,369,4,32748,5
370,370,4,32918,5
371,371,4,32923,5
372,372,4,33065,5
373,373,4,33697,5
374,374,4,33716,4
375,375,4,33872,5
376,376,4,34688,4
377,377,4,36099,5
378,378,4,37284,3
379,379,4,37834,4
380,380,4,39423,5
381,381,4,42404,5
382,382,4,43985,5
383,383,4,44243,3
384,384,4,44397,5
385,385,4,45269,5
386,386,4,46482,5
387,387,4,47411,4
388,388,4,47730,5
389,389,4,47800,5
390,390,4,48482,3
391,391,4,48559,5
392,392,4,48687,5
393,393,4,49298,5
394,394,4,50102,5
395,395,4,51460,5
396,396,4,51838,4
397,397,4,52036,3
398,398,4,53245,5
399,399,4,53292,5
400,400,5,314,4
401,401,5,1169,5
402,402,5,1952,5
403,403,5,2324,5
404,404,5,2487,3
405,405,5,2900,5
406,406,5,3022,1
407,407,5,3662,4
408,408,5,3739,5
409,409,5,3922,2
410,410,5,5115,3
411,411,5,5461,5
412,412,5,6342,5
413,413,5,6630,3
414,414,5,7001,5
415,415,5,8167,4
416,416,5,8370,3
417,417,5,9246,3
418,418,5,10111,5
419,419,5,10246,4
420,420,5,10402,4
421,421,5,10944,3
422,422,5,11691,5
423,423,5,11692,4
424,424,5,11868,3
425,425,5,11927,5
426,426,5,11945,4
427,427,5,12381,4
428,428,5,12476,5
429,429,5,12874,4
430,430,5,12946,5
431,431,5,13034,4
432,432,5,13776,4
433,433,5,13794,2
434,434,5,14546,2
435,435,5,14603,4
436,436,5,15547,2
437,437,5,17228,5
438,438,5,17643,2
439,439,5,17663,5
440,440,5,18031,5
441,441,5,18313,2
442,442,5,19526,4
443,443,5,19724,5
444,444,5,19729,4
445,445,5,20406,5
446,446,5,20467,4
447,447,5,21217,4
448,448,5,21228,4
449,449,5,21487,5
450,450,5,21676,4
451,451,5,21733,4
452,452,5,22602,5
453,453,5,23576,5
454,454,5,24499,3
455,455,5,25164,4
456,456,5,25182,5
457,457,5,25840,3
458,458,5,26629,5
459,459,5,26661,5
460,460,5,27499,5
461,461,5,27834,4
462,462,5,28158,4
463,463,5,28767,2
464,464,5,29703,5
465,465,5,29819,2
466,466,5,30681,3
467,467,5,30944,4
468,468,5,32338,3
469,469,5,32635,3
470,470,5,32748,4
471,471,5,32923,5
472,472,5,33065,4
473,473,5,33697,5
474,474,5,33716,4
475,475,5,33872,4
476,476,5,34688,3
477,477,5,36099,3
478,478,5,37284,2
479,479,5,38798,2
480,480,5,39423,2
481,481,5,41074,3
482,482,5,42404,3
483,483,5,44243,2
484,484,5,44397,5
485,485,5,45269,4
486,486,5,45493,5
487,487,5,45554,5
488,488,5,46139,4
489,489,5,46421,5
490,490,5,46482,5
491,491,5,47800,3
492,492,5,48559,3
493,493,5,48687,5
494,494,5,49298,2
495,495,5,50104,5
496,496,5,51166,4
497,497,5,51838,4
498,498,5,52036,4
499,499,5,53292,5
500,500,6,173,5
501,501,6,314,5
502,502,6,725,5
503,503,6,2077,2
504,504,6,2171,5
505,505,6,3662,5
506,506,6,5379,5
507,507,6,6016,5
508,508,6,8440,4
509,509,6,8612,4
510,510,6,9195,3
511,511,6,9246,2
512,512,6,9722,5
513,513,6,10727,5
514,514,6,11599,4
515,515,6,11691,3
516,516,6,11927,5
517,517,6,12476,4
518,518,6,13282,5
519,519,6,14222,4
520,520,6,14285,4
521,521,6,15318,4
522,522,6,16569,5
523,523,6,16913,5
524,524,6,17329,5
525,525,6,17405,4
526,526,6,17984,4
527,527,6,18031,1
528,528,6,18179,1
529,529,6,18199,5
530,530,6,18316,5
531,531,6,18361,5
532,532,6,18550,4
533,533,6,18798,4
534,534,6,18957,5
535,535,6,20076,4
536,536,6,20782,4
537,537,6,21228,4
538,538,6,22212,4
539,539,6,22534,3
540,540,6,24326,5
541,541,6,25030,3
542,542,6,26146,3
543,543,6,26244,5
544,544,6,26398,4
545,545,6,26942,4
546,546,6,28158,3
547,547,6,28831,4
548,548,6,29031,4
549,549,6,29644,5
550,550,6,29689,3
551,551,6,30601,5
552,552,6,30879,5
553,553,6,31001,4
554,554,6,31305,4
555,555,6,31760,4
556,556,6,32419,4
557,557,6,32635,5
558,558,6,32923,4
559,559,6,33119,5
560,560,6,33147,5
561,561,6,33207,4
562,562,6,33872,2
563,563,6,34531,4
564,564,6,35259,2
565,565,6,35982,2
566,566,6,36664,3
567,567,6,37035,4
568,568,6,37041,3
569,569,6,38687,3
570,570,6,38851,5
571,571,6,39720,4
572,572,6,40167,3
573,573,6,40251,5
574,574,6,40490,3
575,575,6,41318,3
576,576,6,43985,4
577,577,6,45493,4
578,578,6,47490,5
579,579,6,47746,5
580,580,6,48687,5
581,581,6,49138,5
582,582,6,49382,5
583,583,6,49830,5
584,584,6,50096,5
585,585,6,50101,5
586,586,6,50102,5
587,587,6,50104,5
588,588,6,50133,5
589,589,6,50610,3
590,590,6,51065,5
591,591,6,51166,5
592,592,6,51480,2
593,593,6,51762,4
594,594,6,52036,2
595,595,6,52469,5
596,596,6,52583,5
597,597,6,52740,2
598,598,6,53145,5
599,599,6,53292,5
600,600,7,439,3
601,601,7,951,5
602,602,7,2324,5
603,603,7,3022,3
604,604,7,3739,5
605,605,7,3922,5
606,606,7,4536,3
607,607,7,5115,4
608,608,7,5436,5
609,609,7,5461,5
610,610,7,5629,3
611,611,7,6063,4
612,612,7,6630,5
613,613,7,6634,4
614,614,7,7001,3
615,615,7,7563,4
616,616,7,8167,3
617,617,7,8484,4
618,618,7,10111,4
619,619,7,10140,4
620,620,7,10246,4
621,621,7,10249,5
622,622,7,10509,2
623,623,7,10610,4
624,624,7,10944,5
625,625,7,11285,3
626,626,7,11408,2
627,627,7,11691,4
628,628,7,11692,4
629,629,7,11854,5
630,630,7,11868,1
631,631,7,11927,5
632,632,7,12381,5
633,633,7,12455,1
634,634,7,12874,4
635,635,7,12946,5
636,636,7,13034,4
637,637,7,13282,1
638,638,7,13794,3
639,639,7,14192,5
640,640,7,14248,5
641,641,7,14546,3
642,642,7,15604,3
643,643,7,16569,5
644,644,7,16913,3
645,645,7,17566,4
646,646,7,17643,3
647,647,7,17663,4
648,648,7,18031,5
649,649,7,18313,5
650,650,7,18798,3
651,651,7,19526,5
652,652,7,19984,5
653,653,7,20406,5
654,654,7,20848,5
655,655,7,21217,4
656,656,7,21228,5
657,657,7,21487,4
658,658,7,21676,5
659,659,7,21733,2
660,660,7,22164,4
661,661,7,22602,4
662,662,7,23576,1
663,663,7,24499,2
664,664,7,24845,5
665,665,7,25840,3
666,666,7,26145,4
667,667,7,26629,4
668,668,7,26718,4
669,669,7,27499,5
670,670,7,28767,2
671,671,7,30944,5
672,672,7,31001,5
673,673,7,32055,3
674,674,7,32305,5
675,675,7,32592,4
676,676,7,32635,4
677,677,7,32748,5
678,678,7,33697,4
679,679,7,33872,4
680,680,7,36099,5
681,681,7,37284,4
682,682,7,37690,4
683,683,7,38798,3
684,684,7,38865,5
685,685,7,39423,3
686,686,7,40126,4
687,687,7,42508,3
688,688,7,42810,4
689,689,7,43622,2
690,690,7,45269,4
691,691,7,45493,5
692,692,7,46139,5
693,693,7,48482,3
694,694,7,48559,5
695,695,7,51460,4
696,696,7,51480,1
697,697,7,51838,5
698,698,7,52036,5
699,699,7,53292,5
700,700,8,588,3
701,701,8,1952,4
702,702,8,2276,4
703,703,8,2324,5
704,704,8,2900,3
705,705,8,3022,1
706,706,8,3922,1
707,707,8,4606,2
708,708,8,5461,4
709,709,8,6342,5
710,710,8,6630,4
711,711,8,7001,5
712,712,8,9246,4
713,713,8,9771,5
714,714,8,10140,3
715,715,8,10246,5
716,716,8,11285,3
717,717,8,11691,5
718,718,8,11868,2
719,719,8,11945,5
720,720,8,12381,3
721,721,8,12874,4
722,722,8,12946,4
723,723,8,13034,4
724,724,8,13776,4
725,725,8,13794,2
726,726,8,13991,4
727,727,8,14192,4
728,728,8,14207,4
729,729,8,14546,2
730,730,8,14603,5
731,731,8,17228,4
732,732,8,17434,5
733,733,8,17643,1
734,734,8,18313,1
735,735,8,19526,4
736,736,8,19724,3
737,737,8,19729,5
738,738,8,20076,4
739,739,8,20406,2
740,740,8,20782,4
741,741,8,20848,5
742,742,8,21217,4
743,743,8,21228,4
744,744,8,21487,3
745,745,8,21676,3
746,746,8,21733,2
747,747,8,22602,3
748,748,8,23576,5
749,749,8,24326,5
750,750,8,24499,3
751,751,8,25164,4
752,752,8,25182,5
753,753,8,25840,2
754,754,8,26145,3
755,755,8,26579,3
756,756,8,26661,5
757,757,8,27499,3
758,758,8,27834,4
759,759,8,28158,3
760,760,8,28767,2
761,761,8,30681,4
762,762,8,30944,3
763,763,8,32338,3
764,764,8,32592,4
765,765,8,32745,4
766,766,8,32748,5
767,767,8,32923,5
768,768,8,33065,3
769,769,8,33716,4
770,770,8,33872,4
771,771,8,36099,4
772,772,8,36695,4
773,773,8,37284,5
774,774,8,37834,4
775,775,8,38798,4
776,776,8,39423,3
777,777,8,42404,2
778,778,8,42574,4
779,779,8,42810,3
780,780,8,43985,3
781,781,8,45269,5
782,782,8,45554,5
783,783,8,46139,3
784,784,8,46482,5
785,785,8,47730,5
786,786,8,47800,5
787,787,8,48559,4
788,788,8,48687,5
789,789,8,49288,5
790,790,8,49289,5
791,791,8,49295,5
792,792,8,49297,5
793,793,8,50096,5
794,794,8,50101,5
795,795,8,50102,5
796,796,8,50104,5
797,797,8,50133,5
798,798,8,51838,4
799,799,8,53292,5
800,800,9,439,3
801,801,9,588,3
802,802,9,951,1
803,803,9,3087,3
804,804,9,3922,3
805,805,9,4536,3
806,806,9,5115,3
807,807,9,5436,4
808,808,9,5461,4
809,809,9,6063,3
810,810,9,6630,4
811,811,9,7001,4
812,812,9,7563,1
813,813,9,8484,5
814,814,9,9246,4
815,815,9,9731,3
816,816,9,10140,2
817,817,9,10509,5
818,818,9,10610,3
819,819,9,10944,4
820,820,9,11408,1
821,821,9,11445,4
822,822,9,11691,3
823,823,9,11692,3
824,824,9,11854,1
825,825,9,11945,4
826,826,9,11999,3
827,827,9,12466,1
828,828,9,12874,5
829,829,9,13034,5
830,830,9,13544,3
831,831,9,13794,2
832,832,9,13991,4
833,833,9,14248,3
834,834,9,14372,2
835,835,9,14936,4
836,836,9,15494,3
837,837,9,15604,4
838,838,9,16177,2
839,839,9,17566,4
840,840,9,17643,3
841,841,9,17984,4
842,842,9,18031,3
843,843,9,18313,5
844,844,9,18798,2
845,845,9,18857,3
846,846,9,19526,3
847,847,9,19724,4
848,848,9,21217,4
849,849,9,21228,5
850,850,9,21487,3
851,851,9,22164,3
852,852,9,23576,2
853,853,9,23612,3
854,854,9,24389,4
855,855,9,24499,2
856,856,9,24834,5
857,857,9,24845,4
858,858,9,25164,3
859,859,9,25214,3
860,860,9,26053,2
861,861,9,26398,5
862,862,9,26661,3
863,863,9,27834,4
864,864,9,28767,3
865,865,9,31001,3
866,866,9,32055,5
867,867,9,32592,3
868,868,9,32748,5
869,869,9,32918,5
870,870,9,32923,3
871,871,9,33697,2
872,872,9,33716,3
873,873,9,36099,4
874,874,9,36695,4
875,875,9,37284,4
876,876,9,37834,3
877,877,9,38080,1
878,878,9,38082,5
879,879,9,38798,3
880,880,9,38865,3
881,881,9,41074,3
882,882,9,42508,3
883,883,9,43602,4
884,884,9,43622,3
885,885,9,43985,3
886,886,9,44243,4
887,887,9,44397,5
888,888,9,46139,5
889,889,9,46977,2
890,890,9,47730,5
891,891,9,48482,3
892,892,9,49298,2
893,893,9,50104,5
894,894,9,50342,3
895,895,9,51166,4
896,896,9,51460,4
897,897,9,51480,1
898,898,9,51838,4
899,899,9,53293,5
900,900,10,3662,4
901,901,10,3922,5
902,902,10,4536,2
903,903,10,5115,4
904,904,10,5272,3
905,905,10,5461,3
906,906,10,6063,1
907,907,10,6630,3
908,908,10,7001,4
909,909,10,8167,3
910,910,10,9246,2
911,911,10,9731,3
912,912,10,10111,5
913,913,10,10249,4
914,914,10,10509,2
915,915,10,10610,5
916,916,10,10944,4
917,917,10,11285,5
918,918,10,11692,5
919,919,10,11854,4
920,920,10,11868,5
921,921,10,11927,5
922,922,10,12381,5
923,923,10,12455,3
924,924,10,12471,5
925,925,10,12874,4
926,926,10,12946,5
927,927,10,13034,5
928,928,10,13282,5
929,929,10,13776,4
930,930,10,13794,4
931,931,10,13991,4
932,932,10,14192,4
933,933,10,14248,5
934,934,10,15547,3
935,935,10,15604,3
936,936,10,17228,5
937,937,10,17434,4
938,938,10,17643,1
939,939,10,17663,4
940,940,10,17984,5
941,941,10,18313,5
942,942,10,19526,4
943,943,10,19724,5
944,944,10,19942,5
945,945,10,20076,3
946,946,10,20406,4
947,947,10,20967,4
948,948,10,21217,3
949,949,10,21228,4
950,950,10,21487,5
951,951,10,21676,5
952,952,10,21733,4
953,953,10,22164,5
954,954,10,23576,4
955,955,10,23612,4
956,956,10,24326,5
957,957,10,24499,4
958,958,10,25164,4
959,959,10,25182,5
960,960,10,25840,5
961,961,10,26145,4
962,962,10,26661,4
963,963,10,26718,5
964,964,10,27834,5
965,965,10,27934,5
966,966,10,28767,5
967,967,10,28824,4
968,968,10,29703,4
969,969,10,30283,4
970,970,10,30681,4
971,971,10,32338,3
972,972,10,32635,4
973,973,10,32748,4
974,974,10,33065,5
975,975,10,36099,5
976,976,10,39423,3
977,977,10,41074,3
978,978,10,42404,5
979,979,10,42574,4
980,980,10,44397,5
981,981,10,46482,5
982,982,10,47411,2
983,983,10,47730,5
984,984,10,47800,5
985,985,10,48559,4
986,986,10,48687,5
987,987,10,49288,5
988,988,10,49289,5
989,989,10,49295,5
990,990,10,49297,5
991,991,10,50096,5
992,992,10,50101,5
993,993,10,50102,5
994,994,10,50133,5
995,995,10,50999,5
996,996,10,51166,3
997,997,10,51838,4
998,998,10,52036,4
999,999,10,53292,5
1000,1000,11,439,4
1001,1001,11,588,4
1002,1002,11,1169,4
1003,1003,11,1952,5
1004,1004,11,2077,3
1005,1005,11,4536,4
1006,1006,11,5115,4
1007,1007,11,5436,4
1008,1008,11,5461,4
1009,1009,11,5645,4
1010,1010,11,6063,4
1011,1011,11,6342,5
1012,1012,11,6630,4
1013,1013,11,7001,5
1014,1014,11,8484,5
1015,1015,11,9246,5
1016,1016,11,9771,5
1017,1017,11,10111,5
1018,1018,11,10140,4
1019,1019,11,10246,3
1020,1020,11,10610,5
1021,1021,11,10727,5
1022,1022,11,10944,4
1023,1023,11,11599,3
1024,1024,11,11692,4
1025,1025,11,11927,2
1026,1026,11,11945,5
1027,1027,11,12381,4
1028,1028,11,12466,3
1029,1029,11,12874,5
1030,1030,11,12946,5
1031,1031,11,13282,3
1032,1032,11,13794,5
1033,1033,11,13991,5
1034,1034,11,14207,4
1035,1035,11,14248,4
1036,1036,11,14546,5
1037,1037,11,16569,4
1038,1038,11,16913,4
1039,1039,11,17663,5
1040,1040,11,17984,4
1041,1041,11,18031,4
1042,1042,11,18361,4
1043,1043,11,18857,5
1044,1044,11,19526,4
1045,1045,11,19729,4
1046,1046,11,20467,4
1047,1047,11,20848,5
1048,1048,11,20967,3
1049,1049,11,21217,3
1050,1050,11,21733,2
1051,1051,11,22602,5
1052,1052,11,23576,4
1053,1053,11,23612,4
1054,1054,11,24326,3
1055,1055,11,24499,5
1056,1056,11,24834,5
1057,1057,11,26244,4
1058,1058,11,26398,4
1059,1059,11,26579,4
1060,1060,11,26661,5
1061,1061,11,28767,3
1062,1062,11,28824,1
1063,1063,11,29703,5
1064,1064,11,30233,5
1065,1065,11,30313,4
1066,1066,11,30601,5
1067,1067,11,32592,4
1068,1068,11,32748,4
1069,1069,11,32923,5
1070,1070,11,33065,2
1071,1071,11,33716,5
1072,1072,11,33872,5
1073,1073,11,36240,5
1074,1074,11,36695,3
1075,1075,11,37284,4
1076,1076,11,38080,5
1077,1077,11,38082,5
1078,1078,11,38798,3
1079,1079,11,42404,4
1080,1080,11,43622,4
1081,1081,11,43985,4
1082,1082,11,45269,4
1083,1083,11,46139,5
1084,1084,11,47746,3
1085,1085,11,47800,5
1086,1086,11,48559,5
1087,1087,11,48687,5
1088,1088,11,49288,5
1089,1089,11,49289,5
1090,1090,11,49295,5
1091,1091,11,49297,5
1092,1092,11,49298,5
1093,1093,11,50096,5
1094,1094,11,50101,5
1095,1095,11,50104,5
1096,1096,11,50133,5
1097,1097,11,51166,5
1098,1098,11,51480,3
1099,1099,11,51762,5
1100,1100,12,314,4
1101,1101,12,725,4
1102,1102,12,1136,4
1103,1103,12,2077,3
1104,1104,12,2171,5
1105,1105,12,3114,4
1106,1106,12,3662,4
1107,1107,12,5379,4
1108,1108,12,7563,2
1109,1109,12,8440,2
1110,1110,12,8669,4
1111,1111,12,9722,4
1112,1112,12,11599,3
1113,1113,12,11691,3
1114,1114,12,11927,3
1115,1115,12,12476,2
1116,1116,12,13000,4
1117,1117,12,13274,4
1118,1118,12,13282,5
1119,1119,12,13826,4
1120,1120,12,14222,4
1121,1121,12,14285,3
1122,1122,12,15054,3
1123,1123,12,15494,3
1124,1124,12,16569,4
1125,1125,12,16587,3
1126,1126,12,16913,5
1127,1127,12,17242,4
1128,1128,12,17984,5
1129,1129,12,18199,3
1130,1130,12,18316,5
1131,1131,12,18798,2
1132,1132,12,18957,4
1133,1133,12,19171,5
1134,1134,12,19724,4
1135,1135,12,20782,4
1136,1136,12,20991,4
1137,1137,12,21217,3
1138,1138,12,21228,5
1139,1139,12,21713,5
1140,1140,12,24326,3
1141,1141,12,24499,4
1142,1142,12,24582,3
1143,1143,12,26398,4
1144,1144,12,26750,4
1145,1145,12,28158,3
1146,1146,12,28831,4
1147,1147,12,29031,3
1148,1148,12,29123,2
1149,1149,12,29644,5
1150,1150,12,30283,5
1151,1151,12,31305,2
1152,1152,12,31760,3
1153,1153,12,32058,4
1154,1154,12,32419,3
1155,1155,12,32635,3
1156,1156,12,32748,3
1157,1157,12,33147,4
1158,1158,12,33207,3
1159,1159,12,33872,5
1160,1160,12,34531,4
1161,1161,12,34688,3
1162,1162,12,35259,4
1163,1163,12,35982,3
1164,1164,12,36031,4
1165,1165,12,36695,3
1166,1166,12,37041,4
1167,1167,12,37153,4
1168,1168,12,37834,4
1169,1169,12,38082,5
1170,1170,12,40251,4
1171,1171,12,40251,4
1172,1172,12,40490,3
1173,1173,12,40566,5
1174,1174,12,43985,3
1175,1175,12,45493,5
1176,1176,12,48291,4
1177,1177,12,48297,2
1178,1178,12,48482,3
1179,1179,12,48687,5
1180,1180,12,49288,5
1181,1181,12,49289,5
1182,1182,12,49295,5
1183,1183,12,49297,5
1184,1184,12,49830,5
1185,1185,12,50101,5
1186,1186,12,50102,5
1187,1187,12,50104,5
1188,1188,12,50133,5
1189,1189,12,50610,2
1190,1190,12,51065,3
1191,1191,12,51166,4
1192,1192,12,51762,5
1193,1193,12,51838,4
1194,1194,12,52007,1
1195,1195,12,52036,1
1196,1196,12,52469,5
1197,1197,12,52583,5
1198,1198,12,53145,5
1199,1199,12,53245,3
1200,1200,13,1169,3
1201,1201,13,2324,5
1202,1202,13,3022,2
1203,1203,13,3662,5
1204,1204,13,3922,5
1205,1205,13,5115,4
1206,1206,13,6063,4
1207,1207,13,6342,5
1208,1208,13,7001,3
1209,1209,13,8167,4
1210,1210,13,8370,4
1211,1211,13,8484,3
1212,1212,13,8510,3
1213,1213,13,9246,3
1214,1214,13,9731,3
1215,1215,13,10249,3
1216,1216,13,10288,3
1217,1217,13,10509,5
1218,1218,13,10610,5
1219,1219,13,10944,4
1220,1220,13,11285,3
1221,1221,13,11408,3
1222,1222,13,11691,5
1223,1223,13,11692,5
1224,1224,13,11868,5
1225,1225,13,11927,4
1226,1226,13,11945,4
1227,1227,13,12381,5
1228,1228,13,12471,4
